genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode
afro dancehall,0.27117977433333335,0.6366333333333334,220920.8333333333,0.6758666666666666,0.005641167000000001,0.18349666666666667,-6.5973500000000005,0.12901833333333335,124.99301666666665,0.6105499999999999,26.583333333333332,1,1
afro house,0.08116867,0.7537999999999999,391767.9,0.5833999999999999,0.5206984,0.09978000000000001,-9.9689,0.09751,126.36240000000001,0.5399,26.0,10,1
afro psych,0.0766,0.5840000000000001,403900.0,0.7705,0.21744999999999998,0.176,-10.408000000000001,0.04985,118.6075,0.8315,32.5,2,1
afro-funk,0.14494583333333336,0.800125,284760.1666666667,0.7191666666666666,0.06849547500000001,0.09720000000000002,-8.909562499999998,0.09601875,114.04895833333335,0.8764583333333333,26.666666666666668,0,1
afrobeat,0.36367043873528293,0.6240531063002043,316544.3860375879,0.622326145725854,0.3323994815861146,0.15006096770554883,-9.986289221191086,0.06052683079255102,115.62417247013043,0.7062193499168361,38.89801892974277,0,1
afrofuturism,0.22683861072642375,0.6469474807185046,278800.00821794866,0.620990134734412,0.09569460084630846,0.17611393452088417,-9.161819927196353,0.13449099386719549,113.22402368619295,0.5364044978749355,47.272618024495344,7,1
afrofuturismo brasileiro,0.626,0.484,247120.0,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.422,36.0,7,0
afropop,0.4504543790691591,0.6260766673463062,310666.8332978879,0.5427874940928071,0.146607196638734,0.18653335189124418,-10.700189624666256,0.08090713331671397,117.18791208117315,0.6376393656772741,32.59655602106132,7,1
afroswing,0.17133333333333334,0.7583333333333333,188818.33333333334,0.512,3.2733333333333334e-05,0.10103333333333335,-7.562666666666668,0.211,102.06099999999999,0.48033333333333333,75.33333333333333,11,0
aggrotech,0.08059039784226191,0.5674607142857142,279414.3541666666,0.9058836309523809,0.4677446085714285,0.22679563988095236,-6.373296577380953,0.048370818452380955,130.78911220238095,0.5250983928571428,6.213839285714286,0,1
alabama indie,0.2370620555555556,0.5468333333333333,237396.9444444444,0.6545555555555556,0.11491660000000002,0.11942222222222222,-8.685277777777777,0.04612777777777779,113.29711111111112,0.5263888888888889,43.77777777777778,7,1
alabama metal,0.002748,0.4065,199820.0,0.8659999999999999,1.105e-06,0.1406,-3.666,0.0741,110.375,0.446,49.5,6,1
alabama rap,0.12131133620365143,0.7000376670431019,224973.5159043855,0.6200655467720685,0.0005654347680218334,0.1811206262939959,-6.429681959345002,0.19510399962356487,116.44768047713158,0.4866425654056089,56.568534726143426,11,1
alaska indie,0.0473,0.81,175313.0,0.353,0.000104,0.08199999999999999,-9.536,0.0437,124.991,0.731,67.0,6,1
albanian hip hop,0.00829,0.7829999999999999,468207.0,0.765,0.894,0.112,-9.47,0.0433,135.997,0.448,0.0,2,0
albanian pop,0.00287,0.6829999999999999,187106.0,0.665,0.0,0.0839,-8.405,0.0499,127.968,0.667,46.0,8,0
alberta country,0.3322893333333333,0.5781666666666667,203421.62,0.6511066666666666,1.2479999999999999e-05,0.20589533333333332,-6.783666666666667,0.05547066666666667,116.74013333333332,0.6055266666666668,47.68,7,1
alberta hip hop,0.33,0.885,144000.0,0.685,0.0,0.14800000000000002,-6.4289999999999985,0.0627,99.954,0.937,74.5,11,0
album rock,0.18141980816027076,0.517313759501858,269234.62264266046,0.6599170796442037,0.08319940315207304,0.21251749256105365,-9.865572724990935,0.05644972800291761,124.4014408377405,0.5481335548793804,35.423908109130366,9,1
albuquerque indie,0.38073306060606066,0.5271010101010102,235680.29797979802,0.5816212121212121,0.019269433939393944,0.18266060606060608,-8.571176767676768,0.03490454545454546,125.9691212121212,0.5317727272727272,52.96464646464646,9,1
alternative americana,0.5342916666666667,0.5069583333333334,246129.65833333333,0.38078333333333336,0.08256642749999998,0.09749833333333333,-10.717891666666667,0.04641333333333333,109.81213333333332,0.42497500000000005,51.69166666666666,7,1
alternative country,0.3839083744575907,0.5383201929981053,244022.38458504164,0.5260491924927758,0.044745096074629474,0.1760324013256201,-10.418042555536069,0.047052720770254346,122.54961994944314,0.5192240663267409,37.090957489466064,7,1
alternative dance,0.14654110202661044,0.6017865233057882,264020.1449596651,0.73155088919763,0.21456187836984567,0.19688370986324402,-6.674359009317633,0.057539673674514416,126.277382621391,0.5430395942006766,47.30027450155563,2,1
alternative emo,0.10284895360851762,0.4722370051870052,224461.92839202838,0.7370040404040406,0.04885034382132132,0.16273906360906362,-6.700039967239967,0.06569241195741198,125.29523218673219,0.4381421294021294,46.72919737919737,4,1
alternative hip hop,0.1832438035416188,0.7026194120191069,242870.25533534648,0.6923471603304494,0.04425381904262861,0.24249493930767635,-7.612771298403577,0.24696673349222556,108.35572031941726,0.6111800837288888,44.96623677527938,11,1
alternative metal,0.07062541590832101,0.46216670740623317,247261.68931647466,0.816150327872639,0.11327306622274512,0.20216363665205297,-6.1160132415793225,0.07940753550210135,125.32924474998171,0.4125773534366277,45.11373918395733,2,1
alternative pop,0.09236595378354054,0.4505448254328548,214472.64096075782,0.7820746170390922,0.18596861315458688,0.16866960477540438,-8.536531687478222,0.05207849879221602,131.42663766462945,0.5694963167775826,37.344903557427266,7,1
alternative pop rock,0.1683781224489796,0.6567687074829932,217077.1462585034,0.6516292517006803,0.123666815,0.14161972789115645,-5.0958367346938775,0.0864357142857143,135.48081292517006,0.6253095238095238,53.61224489795918,7,1
alternative r&b,0.3217239391848476,0.6570931175114947,265613.942669817,0.5396622457857411,0.04349672257202271,0.18208412218777384,-8.293470188656762,0.13887180379844535,117.87034255069247,0.45980550842729717,56.95635079217568,1,1
alternative rock,0.15113662569777328,0.47642147240961014,244563.44676391283,0.7146454021356582,0.17904743614713106,0.19296350079936475,-8.29444860197591,0.05773855111544437,125.5951599345833,0.4983180343471341,40.75484205978869,7,1
alternative roots rock,0.21874444444444444,0.5465111111111111,262296.76666666666,0.5834111111111111,0.09823871977777777,0.14933000000000002,-7.664222222222222,0.060425555555555545,104.37426666666667,0.47470000000000007,41.34444444444445,9,1
amapiano,0.001132,0.7384999999999999,295331.0,0.75,0.13412000000000002,0.06820000000000001,-5.4465,0.0508,127.0165,0.2685,7.5,1,1
ambeat,0.3684285714285714,0.7792857142857142,239712.7142857143,0.729142857142857,0.14704571428571428,0.20248571428571432,-6.1317142857142874,0.1725142857142857,98.59928571428573,0.6937142857142857,56.142857142857146,1,1
ambient,0.6137670795348155,0.36772787944086915,338320.1817747194,0.3369899407177103,0.7120103210183099,0.170095201482759,-18.0484478199209,0.05026423986248061,112.27660772926379,0.22660144038031874,38.06717897016453,2,1
ambient black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.05736666666666668,111.02750000000003,0.24101666666666666,43.5,4,1
ambient dub techno,0.00599,0.8040000000000002,390326.0,0.229,0.926,0.109,-16.51,0.0937,124.998,0.295,0.0,6,1
ambient folk,0.4502492282051282,0.5778153418803418,270670.9318803419,0.4885215897435898,0.3195554716816239,0.190939452991453,-11.336071153846152,0.052800081196581194,119.22533696581195,0.3520685042735043,28.577350427350428,2,1
ambient house,0.06545000000000001,0.6359999999999999,294900.0,0.8122499999999999,0.16460000000000002,0.29,-12.18375,0.045725,115.005,0.4335,40.75,6,0
ambient idm,0.17666666666666667,0.5503333333333333,317732.3333333333,0.6206666666666666,0.22700953333333332,0.09573333333333334,-9.275666666666668,0.05933333333333333,113.904,0.2846666666666667,44.666666666666664,8,1
ambient industrial,0.32066000000000006,0.5011399999999999,259950.74,0.5147280000000001,0.40614868,0.19188,-14.32892,0.05988400000000001,130.10404,0.43726000000000004,25.72,0,1
ambient pop,0.5808190476190477,0.2630238095238095,259229.19047619047,0.2859857142857143,0.7446505714285714,0.17505238095238096,-15.917785714285715,0.033361904761904766,99.39564285714286,0.17347380952380953,46.833333333333336,4,1
ambient psychill,0.841,0.0878,428762.5,0.2215,0.8835,0.1605,-17.6225,0.0353,72.5905,0.039900000000000005,10.0,10,0
ambient techno,0.06426922222222223,0.6137888888888889,324251.27777777775,0.6587222222222222,0.5321886,0.11533888888888891,-9.697055555555556,0.06657777777777779,125.3502222222222,0.3504333333333334,18.833333333333332,7,1
ambient trance,0.711,0.363,296200.5,0.1315,0.46895000000000003,0.121,-22.065000000000005,0.03995,98.118,0.13505,15.0,10,1
ambient worship,0.5925459595959596,0.29141212121212123,347241.0315656566,0.36067424242424245,0.2743791830555556,0.11918358585858585,-11.68768813131313,0.03862121212121212,107.7259154040404,0.1546545454545455,55.24873737373738,2,1
american 21st century classical,0.246,0.813,330846.0,0.605,0.00036,0.0847,-6.212999999999999,0.138,145.83700000000005,0.532,30.0,10,1
american choir,0.9154837490551776,0.31058327664399094,236179.5411942555,0.24408777777777782,0.1704837013386243,0.2195625736961451,-19.652731443688587,0.0933383068783069,108.07252811791385,0.17936459939531368,25.594142101284962,10,1
american classical piano,0.9760277092282247,0.3521621381887141,334937.1681308737,0.09644277241874058,0.8196721442847912,0.13997958318936438,-25.343989192053122,0.04745157701403775,106.05002229444747,0.2160566785962851,17.519381334939396,10,1
american contemporary classical,0.942149275915939,0.32332257452705015,334736.63317497005,0.12661264348998458,0.3986221759678351,0.18743506441533986,-24.486818851117103,0.05471519501155624,94.87047589801618,0.27419104182716997,24.17244318181818,9,1
american early music,0.7941706666666667,0.3097066666666667,178615.77333333332,0.2636833333333334,0.008728393000000001,0.2535933333333333,-20.272519999999997,0.052150666666666665,107.91752666666666,0.232636,13.666666666666666,11,1
american folk revival,0.8465973566034253,0.5422391511645437,169481.28481711505,0.2289057747421241,0.08521535757435861,0.16038728554801943,-15.521789188199618,0.0770454622887205,111.86387105410667,0.5396005404979999,17.69639880277293,2,1
american grindcore,0.09414995375,0.466625,184313.125,0.9658749999999999,0.45587500000000003,0.21893750000000003,-7.709999999999999,0.2073,131.66612500000002,0.1278125,16.0,1,1
american metalcore,0.0029287999999999996,0.43724999999999997,223666.75,0.9537500000000001,0.001509125,0.15055,-4.643625,0.16112500000000002,114.14974999999998,0.253,10.25,1,0
american modern classical,0.8981459009144536,0.4071916103302915,285188.3594807914,0.2676346587461247,0.43250579568152137,0.2269812615830326,-17.335495110651873,0.12908318483310607,120.27797575558341,0.3998019415367426,8.124537435555638,7,1
american oi,0.26960406,0.5381600000000001,275649.14,0.74036,0.5268880600000001,0.35707799999999995,-9.385560000000002,0.04948000000000001,139.89254,0.6052199999999999,15.12,11,0
american orchestra,0.8728493143848399,0.2902853838461394,334403.1285086603,0.21284571891515716,0.5168120761741598,0.28865600946241565,-19.142189294574695,0.05766812766475098,101.51902633657782,0.263132265290623,19.582844992932152,10,1
american post-rock,0.39761928571428573,0.47465,319998.2,0.34401071428571434,0.7776071428571429,0.131685,-15.916135714285714,0.03819642857142857,117.20140714285716,0.18793571428571432,48.221428571428575,4,1
american primitive,0.524945,0.3781414285714286,499556.71821428573,0.42149207142857137,0.8598916071428571,0.1259492142857143,-14.997160357142858,0.05757996428571428,114.90006250000002,0.4091042142857142,23.274642857142858,3,1
american romanticism,0.947655357142857,0.3016196428571428,171723.71071428573,0.16855625,0.5286375800714287,0.1524607142857143,-18.24539642857143,0.042381249999999995,100.10350535714285,0.2472017857142857,13.585714285714285,10,1
american shoegaze,0.16891703333333333,0.32,308323.0,0.6509999999999999,0.6943333333333334,0.18955555555555556,-10.664111111111112,0.03864444444444445,111.0257777777778,0.301,43.44444444444445,6,1
anadolu rock,0.5408571428571428,0.5374285714285715,244296.57142857142,0.4595714285714286,0.11858714285714286,0.18812857142857142,-12.994857142857143,0.0651,92.78285714285717,0.5864285714285715,46.0,2,0
anarcho-punk,0.06258715567032967,0.30685384615384614,211579.79890109887,0.8614747252747252,0.011282248846153847,0.28269912087912086,-9.403282417582414,0.14269362637362634,171.9398351648352,0.4934158241758242,41.27802197802198,2,1
anglican liturgy,0.9444285714285714,0.25399166666666667,223125.0952380952,0.1185265873015873,0.3027034603174603,0.13462261904761905,-21.7220753968254,0.056294841269841266,85.16340476190476,0.21810198412698414,21.464285714285715,0,1
animal singing,0.8276666666666666,0.7450000000000001,149662.0,0.5793333333333334,0.0,0.28800000000000003,-6.5470000000000015,0.1849,103.66133333333332,0.8403333333333333,10.0,7,0
anime,0.12570333117715624,0.505156490870241,244109.37197455324,0.8207843706293706,0.07787207172329057,0.229001047979798,-4.755094624125876,0.08283100524475523,129.08740126748253,0.5030434586247088,54.430822649572654,1,1
anime latino,0.08245730333333333,0.40663333333333335,215485.03333333333,0.9125,7.471999999999999e-06,0.19979666666666665,-3.873666666666667,0.060829999999999995,143.89813333333333,0.5803266666666667,63.93333333333334,11,1
anime rock,0.0936048335042735,0.5541126495726496,239901.42991452993,0.8282075213675213,0.07183446791452992,0.2658304444444444,-3.9945312820512817,0.12227786324786324,123.74434769230768,0.4909806837606838,48.93418803418803,11,1
anime score,0.3272478044520691,0.5269649038774846,215883.22074291296,0.6432033991528185,0.2788741279480287,0.2058168866080157,-8.916125509938091,0.09636692603453892,124.25902424568264,0.4975296806777452,40.158996415770616,7,1
ann arbor indie,0.18831101190476193,0.6030119047619048,263692.28571428574,0.5306666666666666,0.04602012571428572,0.11941785714285715,-7.3869285714285695,0.07057559523809523,102.0046607142857,0.41101785714285716,39.10119047619048,2,1
anthem emo,0.1277836430770202,0.5107172348484849,203776.40789141413,0.7294657196969698,0.028535826562499995,0.1679187878787879,-5.946806060606061,0.06387788510101013,122.00262323232324,0.3994123106060605,41.58320707070707,4,1
anthem worship,0.19700039677823614,0.4783786620530565,288462.15716810105,0.6272198939756896,0.03664168088867078,0.20941118319876972,-7.296915522136456,0.05426065599769319,124.86255422470649,0.34481199242894744,48.87984983586194,9,1
anti-folk,0.4274392953056526,0.5056472132136842,233939.99582083666,0.5210416634052566,0.15784700207684843,0.17801729503747696,-10.3960173323678,0.055630847109518225,120.80886507783711,0.489782041843403,39.147638672596024,7,1
antilliaanse folklore,0.95,0.583,190787.0,0.5660000000000001,0.847,0.109,-15.002,0.0476,124.095,0.932,0.0,0,1
antiviral pop,0.13588698333333335,0.5808055555555555,213324.9611111111,0.7208333333333332,0.016526709,0.33503555555555553,-6.411983333333333,0.11116055555555558,128.15059999999997,0.6097888888888888,53.31111111111111,9,1
appalachian folk,0.796374599343894,0.5511137565399381,180511.30618737842,0.3285549097691866,0.12345599453104465,0.18065712780826607,-13.475115085598526,0.06024681714460523,122.10043900531335,0.6507150558159382,18.471769483704286,9,1
arab alternative,0.194,0.736,210000.0,0.7509999999999999,0.892,0.179,-5.962999999999999,0.0339,127.965,0.146,0.0,7,0
arab electronic,0.0884118,0.4724000000000001,263246.6666666667,0.6346666666666667,0.7400000000000001,0.18933333333333335,-13.203000000000001,0.10796666666666666,107.78300000000002,0.20186666666666664,2.3333333333333335,6,1
arab folk,0.7715201256898457,0.4232140454939595,454893.70619709644,0.3347768362065914,0.30884044138769384,0.25490127723944783,-14.03892372412961,0.06724768962022272,105.64108204500468,0.4722140316442307,17.460283060674787,7,1
arab groove,0.4122283333333333,0.5436666666666666,212859.16666666666,0.42241666666666666,0.4692515625,0.19041666666666668,-12.975249999999999,0.03464166666666667,111.64358333333334,0.5035,39.416666666666664,10,0
arab pop,0.4848067503267973,0.5834500000000001,331795.73186274513,0.5150154575163399,0.1115266847745098,0.15866003267973858,-10.389228267973857,0.05699125816993464,122.02448562091504,0.5762841503267975,31.969281045751636,4,0
arabesk,0.47948,0.4266,230116.8,0.5896,2.5526000000000006e-05,0.16364,-8.3804,0.0474,134.38000000000002,0.4412,40.0,5,1
arabic hip hop,0.391,0.5705,168760.0,0.667,1.305e-05,0.15045,-5.509,0.04615,106.165,0.7105000000000001,43.5,6,1
arabic jazz,0.9076666666666666,0.48783333333333334,397971.3333333333,0.17183333333333334,0.33962549999999997,0.12633333333333335,-19.113999999999997,0.04578333333333333,118.93916666666667,0.386,35.83333333333333,7,0
argentine ambient,0.9215,0.37633333333333335,203868.16666666666,0.48533333333333334,0.8344999999999999,0.10553333333333333,-17.67683333333333,0.04046666666666667,126.19666666666666,0.12786666666666668,18.0,11,1
argentine heavy metal,0.08915,0.597,317169.75,0.6775,0.167955,0.12495,-8.8905,0.1269,139.00300000000001,0.46624999999999994,48.5,2,1
argentine hip hop,0.3535,0.7394166666666667,316369.1666666667,0.703,2.515e-06,0.10660833333333332,-5.161583333333333,0.13445833333333335,130.94724999999997,0.56575,61.416666666666664,8,1
argentine indie,0.37455761904761914,0.5436714285714285,286664.0023809524,0.5333876190476191,0.15103284973809525,0.16193809523809524,-12.876,0.04861357142857143,102.33389047619049,0.5424428571428571,50.411904761904765,7,1
argentine metal,0.0185,0.62,293360.0,0.816,0.007409999999999998,0.0984,-6.2079999999999975,0.222,179.99200000000005,0.6679999999999999,48.0,1,1
argentine punk,0.042645,0.5485,245627.0,0.733,0.00233,0.247,-9.01,0.0467,119.75200000000001,0.5685,51.0,9,1
argentine reggae,0.08303166666666668,0.8155,238011.41666666666,0.49091666666666667,0.00020650333333333332,0.060741666666666666,-8.029416666666668,0.04215,93.01491666666668,0.8045,64.75,3,1
argentine rock,0.2496925589659164,0.5883212593311233,255130.5566821565,0.6238080677265865,0.07698805009518678,0.17496638209742452,-9.471222596794114,0.04651726588238946,113.40473013657923,0.5845982297140702,52.085468281503196,7,1
argentine telepop,0.194,0.622,201773.0,0.6970000000000001,0.0,0.305,-11.158,0.0288,138.013,0.843,59.0,9,1
arizona punk,0.0539,0.422,280980.0,0.928,6e-07,0.245,-3.9970000000000008,0.1227,122.881,0.35,48.5,11,1
arkansas country,0.5146547443200664,0.5827086402052454,184359.76005242538,0.48448376149615785,0.010144885423817479,0.2286687645149768,-10.217468548468865,0.07322382058793221,114.36802760700381,0.6113005058828209,32.85158053980593,10,1
arkansas hip hop,0.21525,0.6482499999999999,217906.0,0.6585,0.0,0.24645,-5.154999999999999,0.2115,152.96550000000005,0.4057500000000001,66.25,7,0
armenian folk,0.993,0.13699999999999998,292000.0,0.128175,0.915,0.11675,-19.49525,0.046875,87.93799999999996,0.0445,36.75,7,1
art pop,0.34580902281750686,0.5200869723328763,254472.4526147877,0.5468805013094735,0.2607348679617866,0.18101989140048508,-10.476163317219232,0.05918723506052244,121.9409049621625,0.4210773168484284,43.848582923197874,7,1
art punk,0.16518520462529346,0.540587862453824,225259.53733046143,0.7128906292315266,0.23690734062702504,0.20062243094275323,-9.546010605611661,0.07905443631888366,128.50921432334377,0.6109591771076733,31.11869213914621,9,1
art rock,0.27800015425522673,0.498452930235531,273080.71714425174,0.5816763756036092,0.18439461568053409,0.19945421412999154,-11.138311459328918,0.05844962450886244,121.45952187849403,0.5130888085604453,34.062234618131974,9,1
art song,0.985362222222222,0.3192906349206349,258417.59976190477,0.11361141269841273,0.06688976347619048,0.15285246825396825,-19.62537095238095,0.05660622222222221,110.37871039682538,0.16074775396825397,13.705873015873015,10,1
asbury park indie,0.08465825000000005,0.3515833333333333,285791.6666666667,0.8817499999999999,0.351005,0.48038333333333316,-9.48475,0.16326666666666667,122.7479166666667,0.27049999999999996,0.0,6,1
asian american hip hop,0.3294079487179487,0.7279647435897436,218193.62179487178,0.7153717948717949,0.0009676929487179489,0.16627948717948718,-6.042631410256409,0.14108173076923078,113.21772435897435,0.550823717948718,37.00320512820513,1,1
asmr,0.016903333333333333,0.1456666666666667,167900.0,0.6829999999999999,0.8733333333333334,0.4383333333333333,-24.42100000000001,0.09513333333333332,98.66866666666664,0.02443333333333333,66.66666666666667,5,1
assyrian pop,0.0147,0.7140000000000001,225959.0,0.809,5.44e-05,0.617,-7.0920000000000005,0.0379,132.984,0.63,0.0,7,1
athens indie,0.10338978846153846,0.4754767929438981,240629.72679294395,0.7762144303065357,0.15938320775375936,0.1873134109311741,-7.959528918449971,0.03849715876229034,135.12811111914402,0.5348320344129557,38.588345864661655,7,1
atl hip hop,0.1272917954967357,0.734450301774335,245432.92383398587,0.6532368389728603,0.012843762350448366,0.19072703692354553,-6.4857299524356335,0.1832290283344766,122.41171066416655,0.5471496305582434,51.391240591101436,1,1
atl trap,0.11420089598995063,0.7375890059159367,228363.3481196879,0.6642338110000258,0.0016007469441873983,0.19540435379369145,-6.4383557469839054,0.20733725466945668,122.71287574155879,0.5349945626340129,55.25865095972513,10,0
atlanta indie,0.10193750000000001,0.760625,311685.625,0.6085,0.63557,0.16977499999999998,-7.6305,0.10193750000000001,138.35537499999998,0.36287500000000006,29.375,11,0
atlanta metal,0.00037346030303030305,0.49719696969696975,223064.303030303,0.9322272727272728,0.16684911,0.2346409090909091,-5.060651515151515,0.06714848484848485,114.02550000000001,0.45836363636363636,51.57575757575757,1,1
atlanta punk,0.172,0.565,259493.0,0.725,0.0,0.174,-3.606,0.0338,104.002,0.418,1.0,7,1
atmosphere,0.9707777777777777,0.3848833333333333,253843.0,0.17680555555555555,0.777888888888889,0.13893888888888886,-15.67116666666667,0.12783333333333333,73.47144444444444,0.36564444444444444,17.722222222222218,10,1
atmospheric black metal,0.001325495,0.2638333333333333,356480.0,0.7681666666666667,0.7681833333333331,0.3260333333333333,-9.345000000000002,0.05736666666666668,111.02750000000003,0.24101666666666666,43.5,4,1
atmospheric dnb,0.03,0.6829999999999999,267107.0,0.789,0.0105,0.0724,-9.034,0.0602,119.504,0.657,48.0,2,1
